"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","148","309089","0.0-4.0-1.4"
"null","sounds/unaltered_45/BKBQ0202.WAV","null","audio-keyboard-response","149","310438","0.0-4.0-0.5"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","150","310939","0.0-4.0-1.5"
"null","sounds/unaltered_45/BKBQ0307.WAV","null","audio-keyboard-response","151","312718","0.0-4.0-0.6"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","152","313221","0.0-4.0-1.6"
"null","sounds/unaltered_45/BKBQ2109.WAV","null","audio-keyboard-response","153","314957","0.0-4.0-0.7"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","154","315459","0.0-4.0-1.7"
"null","sounds/unaltered_45/BKBQ2106.WAV","null","audio-keyboard-response","155","316827","0.0-4.0-0.8"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","156","317329","0.0-4.0-1.8"
"null","sounds/unaltered_45/BKBQ0203.WAV","null","audio-keyboard-response","157","318997","0.0-4.0-0.9"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","158","319499","0.0-4.0-1.9"
"null","sounds/unaltered_45/BKBQ2011.WAV","null","audio-keyboard-response","159","320887","0.0-4.0-0.10"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","160","321390","0.0-4.0-1.10"
"null","sounds/unaltered_45/BKBQ1914.WAV","null","audio-keyboard-response","161","322838","0.0-4.0-0.11"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","162","323340","0.0-4.0-1.11"
"null","sounds/unaltered_45/BKBQ1714.WAV","null","audio-keyboard-response","163","324688","0.0-4.0-0.12"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","164","325190","0.0-4.0-1.12"
"null","sounds/unaltered_45/BKBQ0106.WAV","null","audio-keyboard-response","165","326617","0.0-4.0-0.13"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","166","327119","0.0-4.0-1.13"
"null","sounds/unaltered_45/BKBQ2008.WAV","null","audio-keyboard-response","167","328687","0.0-4.0-0.14"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","168","329190","0.0-4.0-1.14"
"null","sounds/unaltered_45/BKBQ1912.WAV","null","audio-keyboard-response","169","331167","0.0-4.0-0.15"
